from,to,contract_address,value,evt_block_time,evt_tx_hash,Token Price (USD),Symbol,decimal,Token Liquidity (Top 20 LPs),Type,From Entity,From Context,To Entity,To Context
0x91ddcc43dda56af343536e992f021fa91a667953,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x4a220e6096b25eadb88358cb44068a3248254675,372000000000000000000,2023-05-03 08:15:11.000 UTC,0x6481ef9d12e0b5a27bc67136b3e6a252ab7f006132e2af7f17000af6e5147af5,106.44,QNT,18.0,2927067.401981925,Buy,,,Wintermute,Wallet that was outlined in our Canto trade
0xeb37c4127a8b06a787bf67edf5c620d178c8a0af,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x,171851916000000000000,2023-05-03 08:17:47.000 UTC,0xd01f6cd7aeddec6cb2f4526d8fa6e9381eaf0f5643f9057c591d25c160dc0789,1846.75,ETH,18.0,476286796.9523346,Buy,,,Wintermute,Wallet that was outlined in our Canto trade
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,124562446492861472262,2023-05-03 08:23:23.000 UTC,0x6bb3fdd56a7283bfadbb92608219f74f89a2aacd5f3b71c991e3b60d4c9121d7,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,232199441069,2023-05-03 08:23:23.000 UTC,0x6bb3fdd56a7283bfadbb92608219f74f89a2aacd5f3b71c991e3b60d4c9121d7,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0xdac17f958d2ee523a2206206994597c13d831ec7,250000000000,2023-05-03 08:26:47.000 UTC,0x09dc3b2d71aee3fa7efa641c79e135156484c91357c737ad2dd4d28de94c7946,1.001,USDT,6.0,939835820.9434662,Buy,,,Wintermute,Wallet that was outlined in our Canto trade
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x60594a405d53811d3bc4766596efd80fd545a270,0x6b175474e89094c44da98b954eedeac495271d0f,28107166439870785941507,2023-05-03 08:28:59.000 UTC,0x506aa1b18a0625073aaddc6d728eacd2c0d9ea60aaebf5f94fb090f4ee6d7bd2,1.0,DAI,18.0,698573224.0174431,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x60594a405d53811d3bc4766596efd80fd545a270,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15066831060503376774,2023-05-03 08:28:59.000 UTC,0x506aa1b18a0625073aaddc6d728eacd2c0d9ea60aaebf5f94fb090f4ee6d7bd2,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,521662181273,2023-05-03 08:28:59.000 UTC,0x456fed80c6f23d25eb5b18730b4685cb6cba4b4baf749bcc9ca191edb25392fb,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,279665862030323530697,2023-05-03 08:28:59.000 UTC,0x456fed80c6f23d25eb5b18730b4685cb6cba4b4baf749bcc9ca191edb25392fb,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xd51a44d3fae010294c616388b506acda1bfaae46,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,249454488,2023-05-03 08:29:35.000 UTC,0x8c21c66c574acdb9c0bb699cc6de6e47cf312af092a8d56fc9716795debbef38,27628.0,WBTC,8.0,688599467.2829709,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xd51a44d3fae010294c616388b506acda1bfaae46,0xdac17f958d2ee523a2206206994597c13d831ec7,71665862000,2023-05-03 08:29:35.000 UTC,0x8c21c66c574acdb9c0bb699cc6de6e47cf312af092a8d56fc9716795debbef38,1.001,USDT,6.0,939835820.9434662,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,79420175436,2023-05-03 08:29:35.000 UTC,0xff27f5cb27ce51e6b103ab03ec5eb6b9ec31016d31686ff91bca0683a2133eb3,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,42428396227402601838,2023-05-03 08:29:35.000 UTC,0xff27f5cb27ce51e6b103ab03ec5eb6b9ec31016d31686ff91bca0683a2133eb3,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xdac17f958d2ee523a2206206994597c13d831ec7,135314154260,2023-05-03 08:29:35.000 UTC,0xf9658301bb142d3a9e62c7354240d01d923237dace392c05f138dc58eb63fb99,1.001,USDT,6.0,939835820.9434662,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,72329412486733758154,2023-05-03 08:29:35.000 UTC,0xf9658301bb142d3a9e62c7354240d01d923237dace392c05f138dc58eb63fb99,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,815640457794,2023-05-03 08:29:35.000 UTC,0xd4c0c547b2c0f9dbdf5c93c979fc03832ef631325f695461de71e894dd878bbc,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,435922140638764224538,2023-05-03 08:29:35.000 UTC,0xd4c0c547b2c0f9dbdf5c93c979fc03832ef631325f695461de71e894dd878bbc,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x11b815efb8f581194ae79006d24e0d814b7697f6,0xdac17f958d2ee523a2206206994597c13d831ec7,140271877013,2023-05-03 08:29:35.000 UTC,0xdf6d01087453632a4a19f00d3b1951202bdec68dd8a277701be2a96984a33426,1.001,USDT,6.0,939835820.9434662,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,74979648152057972073,2023-05-03 08:29:35.000 UTC,0xdf6d01087453632a4a19f00d3b1951202bdec68dd8a277701be2a96984a33426,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,81537332505044275189,2023-05-03 08:31:11.000 UTC,0xf64a764a1e1ed3b470c958d4f235395e81413113bb27371eeed90f3226e750ce,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,152428562550,2023-05-03 08:31:11.000 UTC,0xf64a764a1e1ed3b470c958d4f235395e81413113bb27371eeed90f3226e750ce,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,72809075962679250596,2023-05-03 08:33:35.000 UTC,0x2fb64c9cb6d36523db5473f2ed4398d0d199e640dd2bee61d84a0ae9e9345d13,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,473682662,2023-05-03 08:33:35.000 UTC,0x2fb64c9cb6d36523db5473f2ed4398d0d199e640dd2bee61d84a0ae9e9345d13,27628.0,WBTC,8.0,688599467.2829709,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xd51a44d3fae010294c616388b506acda1bfaae46,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,325379753,2023-05-03 08:33:35.000 UTC,0xf44453e4b7b8e9771649ea83df2d73c32247fa36df5e2ce505ae946a8a482c7c,27628.0,WBTC,8.0,688599467.2829709,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xd51a44d3fae010294c616388b506acda1bfaae46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,50000000000000000000,2023-05-03 08:33:35.000 UTC,0xf44453e4b7b8e9771649ea83df2d73c32247fa36df5e2ce505ae946a8a482c7c,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,78545611707,2023-05-03 08:36:35.000 UTC,0xc017e92443a1e1a4efe62b173ab306d96cd1d76a64397896ca6e1f7fe62f74e3,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,273159757,2023-05-03 08:36:35.000 UTC,0xc017e92443a1e1a4efe62b173ab306d96cd1d76a64397896ca6e1f7fe62f74e3,27628.0,WBTC,8.0,688599467.2829709,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x11b815efb8f581194ae79006d24e0d814b7697f6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,44796916734371691899,2023-05-03 08:38:35.000 UTC,0x079e21e47e2e6cd6fba4190fbf5dde20f8760be8228621a24984c2721c617d9c,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,83743711039,2023-05-03 08:38:35.000 UTC,0x079e21e47e2e6cd6fba4190fbf5dde20f8760be8228621a24984c2721c617d9c,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1032094810000,2023-05-03 08:40:23.000 UTC,0x9e40d20fae6d78329d4999f498cb38acc5bd9e92ea9636251e7fe3209fe1040a,0.999914,USDC,6.0,1140350724.3129728,Tracked Wallet Buy & Sell,Jump,None,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4482140000,2023-05-03 08:40:23.000 UTC,0x1f50302584f2a8782146b7b0ea490e9f0516ceb207fbef90faade391e1975334,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,None
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0x,89928500000000000000,2023-05-03 08:40:47.000 UTC,0x4bcef97b6db184f5987c2a8b73ded23961b509a9e1b52cc3dd327609a119bd6e,1846.75,ETH,18.0,476286796.9523346,Buy,,,Jump,Binance deposit
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x6643887784cb89cc9537dbb7ea20b00c45abeefb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,173034390000,2023-05-03 08:40:59.000 UTC,0xac8e8dbef18af1c374a45617cd39e18a5c76a323d17b9ce84e95dc1aadcba7bf,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,None,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,646785033,2023-05-03 08:41:23.000 UTC,0xe076c37b6ef547d0b4c10211deacff43de7dab13c9dbee09075e86a2ccec89fd,27628.0,WBTC,8.0,688599467.2829709,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,99311069508732238391,2023-05-03 08:41:23.000 UTC,0xe076c37b6ef547d0b4c10211deacff43de7dab13c9dbee09075e86a2ccec89fd,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0xdac17f958d2ee523a2206206994597c13d831ec7,10641450000,2023-05-03 08:41:35.000 UTC,0xca4d02ef597bec1f1a9ee848bd2153a0d9dedd03c480b103841e0ece10a355f0,1.001,USDT,6.0,939835820.9434662,Tracked Wallet Buy & Sell,Jump,None,Jump,Binance deposit
0xaad5ae975e15fde11cb508866d836d3a278d34d3,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0xdac17f958d2ee523a2206206994597c13d831ec7,50711476000,2023-05-03 08:42:47.000 UTC,0x02a9209a9ded49aa7a6b4e31e1f8082a60530fd3df6d38424594a5cd935f03c8,1.001,USDT,6.0,939835820.9434662,Buy,,,Wintermute,Wallet that was outlined in our Canto trade
0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x5baf78f9a4548541519fa694089816c51afaf097,0xdac17f958d2ee523a2206206994597c13d831ec7,238127353000,2023-05-03 08:43:47.000 UTC,0x838940ee783b9c9b9c44eaf1216d9f9432cbbadc8b432e9ef9ca9a616b3912e2,1.001,USDT,6.0,939835820.9434662,Sell,Wintermute,Wallet that was outlined in our Canto trade,,
0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x51672dfd2db8d6f8bc97b7d3f22371aeb17f1de6,0xdac17f958d2ee523a2206206994597c13d831ec7,27064720000,2023-05-03 08:44:11.000 UTC,0xe70b1705e26289ceb5d3fcafd6f44ce3b98f4120e592ea5b46272d2cf60e2844,1.001,USDT,6.0,939835820.9434662,Sell,Wintermute,Wallet that was outlined in our Canto trade,,
0xdbf5e9c5206d0db70a90108bf936da60221dc080,0xd779af63f6a78e09237bfdb93ea48dccffd380f7,0x,8370975000000000000,2023-05-03 08:44:35.000 UTC,0x266e8d2fed4edce5d1e09380d82bf455914b0151674c1b0d377a81ca901d42a2,1846.75,ETH,18.0,476286796.9523346,Sell,Wintermute,Wallet that was outlined in our Canto trade,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18388809053218755897,2023-05-03 08:48:59.000 UTC,0xb3a34a7ef4a63a8b49aef93c4d9cb3e2e463d1c81a27a1565ffb81d477d9b164,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,34916601052543860276716,2023-05-03 08:48:59.000 UTC,0xb3a34a7ef4a63a8b49aef93c4d9cb3e2e463d1c81a27a1565ffb81d477d9b164,0.900249,MATIC,18.0,23721137.90350989,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,260461307112,2023-05-03 08:53:11.000 UTC,0x958d26808cc7fe00f2c5b4b9775638780ad8e225b8a4ecb7225a0722f24a8eef,0.999914,USDC,6.0,1140350724.3129728,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,139195831980240206614,2023-05-03 08:53:11.000 UTC,0x958d26808cc7fe00f2c5b4b9775638780ad8e225b8a4ecb7225a0722f24a8eef,1846.75,WETH,18.0,476286796.9523346,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xcc6fcfb8b3988043e382a481d6bf482d68897024,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0x,1067100000000000000000,2023-05-03 08:57:35.000 UTC,0x52eb7ef0ba1daa39a5ba959e80f79ae704cb13d67a362b81d70b10d33e9d218d,1846.75,ETH,18.0,476286796.9523346,Buy,,,Jump,Binance deposit
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18679171211075924498,2023-05-03 09:00:47.000 UTC,0x87a18622335753498e61707bab91a694d3fbcdf32429e9b5861304688da35dc3,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,35424217387591745875844,2023-05-03 09:00:47.000 UTC,0x87a18622335753498e61707bab91a694d3fbcdf32429e9b5861304688da35dc3,0.900249,MATIC,18.0,23721137.90350989,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,55455312114856218247,2023-05-03 09:01:23.000 UTC,0x66f7b86fa556815531e88f048df33a9baa792c35ff6611d8a174bd882e0059e2,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,103652094335,2023-05-03 09:01:23.000 UTC,0x66f7b86fa556815531e88f048df33a9baa792c35ff6611d8a174bd882e0059e2,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,198198579900,2023-05-03 09:03:11.000 UTC,0xc68ac22f679fbfef3e318a22b3ddf5b0dbbe2a761d181fc76687395cd9176455,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,None
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xa3f14cb81e6edb7b1249755dd20e2bfb23597fd7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80500000000000000000,2023-05-03 09:03:35.000 UTC,0xdd746dd2563f7a4a8f7f59fe2419fd0703662bb5a59343a484dccf5ec1e2bde9,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,None,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,499270000000000000000,2023-05-03 09:03:35.000 UTC,0x574ef1dd074474ad98afe33b3977f0d76a9e6097916d8eb4d8ecfb1018fabd34,1846.75,WETH,18.0,476286796.9523346,Tracked Wallet Buy & Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,Jump,None
0x4f1a5a5d258522254933a6da9648c57fe230d17e,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0x,259950000000000000000,2023-05-03 09:03:47.000 UTC,0x440ce6a39bc6d96b5bbb11f185f2155d802430117b06235e916801e2959ca6ac,1846.75,ETH,18.0,476286796.9523346,Buy,,,Jump,Binance deposit
0xa3f14cb81e6edb7b1249755dd20e2bfb23597fd7,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xdac17f958d2ee523a2206206994597c13d831ec7,81630500000,2023-05-03 09:03:47.000 UTC,0x17122cd2721e0ceadf73443ad492420af724e293a4b4e818cc82fb6e5d47f25c,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,None
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xc68c17e6eec0fde3605c595c9b98de5c1a4cc3e4,0x3506424f91fd33084466f402d5d97f05f8e3b4af,51716540000000000000000,2023-05-03 09:04:11.000 UTC,0xcd79acd11fc5fc827cb07b7f3ee54aa4fd557cbfcbad9bffcee5add6a58ba031,0.113625,CHZ,18.0,2629327.034399218,Sell,Jump,None,,
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,209175010000,2023-05-03 09:04:23.000 UTC,0x48475141f0218d10b260d94b7d8735a97729c7379f5e32460aaf76be8e9b662c,0.999914,USDC,6.0,1140350724.3129728,Buy,,,Jump,None
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,339006920000,2023-05-03 09:04:47.000 UTC,0x08c2f917507dd32af669fd8c48a15c24d33ab80925c81ef4e6ebca48ae3f5991,0.999914,USDC,6.0,1140350724.3129728,Tracked Wallet Buy & Sell,Jump,None,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0xa3f14cb81e6edb7b1249755dd20e2bfb23597fd7,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xdac17f958d2ee523a2206206994597c13d831ec7,81630500000,2023-05-03 09:08:35.000 UTC,0xcfda2093cd75d0de5ec4599c44ac016cae10923b598cfec352dfdf8c79f043b5,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,None
0x28c6c06298d514db089934071355e5743bf21d60,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,32772900000,2023-05-03 09:08:47.000 UTC,0x977f63f1bb566f8619fa06d7f29d7ccd3fed750675ee68d47cac215701662a2e,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xdac17f958d2ee523a2206206994597c13d831ec7,20478190000,2023-05-03 09:08:47.000 UTC,0x3a951a6c294d313a48ab3d888f29a1e82b198a6c158438dce56cbfcbc9885135,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,None
0xd51a44d3fae010294c616388b506acda1bfaae46,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,114642487357,2023-05-03 09:09:23.000 UTC,0xa5444dc3a16c3787339439bb30a462ab99ea4963d3410bcf8ca38e425bb9b486,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xd51a44d3fae010294c616388b506acda1bfaae46,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,400000000,2023-05-03 09:09:23.000 UTC,0xa5444dc3a16c3787339439bb30a462ab99ea4963d3410bcf8ca38e425bb9b486,27628.0,WBTC,8.0,688599467.2829709,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x11b815efb8f581194ae79006d24e0d814b7697f6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,39221889414500204338,2023-05-03 09:12:59.000 UTC,0x6a6738c2d373d43d5d9876d616d8933c300a2f2785e67ffc4f2f0feb9b83e368,1846.75,WETH,18.0,476286796.9523346,Sell,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,,
0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,73220600688,2023-05-03 09:12:59.000 UTC,0x6a6738c2d373d43d5d9876d616d8933c300a2f2785e67ffc4f2f0feb9b83e368,1.001,USDT,6.0,939835820.9434662,Buy,,,Jump,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
