Date,Symbol,Type,Total Value (USD),Token Price (USD),From Entity,To Entity,Token Liquidity (Top 20 LPs),Token Qty,From(Address),To(Address),Token Contract Address,Txn Hash,From Context
2023-05-01 00:43:59.000 UTC,WETH,Buy,68042.46422299887,1846.75,,Jump,476286796.9523346,36.84443710464268,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8246369c73e1e3dbd7af54efb3ec23082507056faafbb3705899946f2989c219,
2023-05-01 00:43:59.000 UTC,USDT,Sell,73573.48369471099,1.001,Jump,,939835820.9434662,73499.983711,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x11b815efb8f581194ae79006d24e0d814b7697f6,0xdac17f958d2ee523a2206206994597c13d831ec7,0x35fc0a851e5eba7ed6c73cd395beecc29a4457d44bb6168106a541efcde21433,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-05-01 00:43:59.000 UTC,WETH,Buy,72022.29094744306,1846.75,,Jump,476286796.9523346,38.99948068089512,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x35fc0a851e5eba7ed6c73cd395beecc29a4457d44bb6168106a541efcde21433,
2023-05-01 00:43:59.000 UTC,WBTC,Sell,192352.40727971998,27628.0,Jump,,688599467.2829709,6.96222699,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0e5a81b31e394da9e6aa11d1496023e4d27ed61f548c03b693c9d1839ffcb81f,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-05-01 00:43:59.000 UTC,WETH,Buy,199895.94968058227,1846.75,,Jump,476286796.9523346,108.24201959148898,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0e5a81b31e394da9e6aa11d1496023e4d27ed61f548c03b693c9d1839ffcb81f,
2023-05-01 00:43:59.000 UTC,USDC,Sell,143840.30700866284,0.999914,Jump,,1140350724.3129728,143852.678339,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x8889602da06a46a6a7e74fbb26935708ee3b25bffb8984b8c76997e3f3035aad,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-05-01 00:43:59.000 UTC,WETH,Buy,140892.8375858097,1846.75,,Jump,476286796.9523346,76.29231763141178,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8889602da06a46a6a7e74fbb26935708ee3b25bffb8984b8c76997e3f3035aad,
2023-05-01 00:48:11.000 UTC,USDT,Tracked Wallet Buy & Sell,891625.74501,1.001,Jump,Jump,939835820.9434662,890735.01,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0xdac17f958d2ee523a2206206994597c13d831ec7,0x66a9645a56d66644ff8e39229f974629f178d363b9c16c96d593c331cc1c6d5d,None
2023-05-01 00:48:11.000 UTC,USDT,Buy,21765.423679999996,1.001,,Jump,939835820.9434662,21743.68,0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0xf05e2a70346560d3228c7002194bb7c5dc8fe100,0xdac17f958d2ee523a2206206994597c13d831ec7,0xb5237bc5be8a3b61c3d06f36dddcc307341b8c3827edce16f9319fc0acec70cf,
2023-05-01 00:48:23.000 UTC,WETH,Tracked Wallet Buy & Sell,550091.4225,1846.75,Jump,Jump,476286796.9523346,297.87,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6567796758b0f7d5d3e4077a1de92c7fe84794fcb105035b1eb46291d3002586,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
