id,category,name,address,symbol,tvl,mcap,slug,TVL (7dma),TVL (1mma),Volume (7dma),Volume (1mma),Holders (7d delta),Holders (1m delta),Status,DAU_7DMA_PER,DAU_30DMA_PER,TX_7DMA_PER,TX_30DMA_PER,AVG_RETURNING_USERS_7D,AVG_RETURNING_USERS_30D,AVG_NEW_USERS_7D,AVG_NEW_USERS_30D
114,Lending,Compound,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,1353568791.8631701,,compound,0.05583877971700768,-0.0023913757038398487,,,0.0007497283421038896,-0.00046445717752216834,1,-10.880829015500,-2.902098586200,-10.712250712300,-2.839242975200,25.562500,27.387097,49.687500,62.193548
591,Bridge,Multichain,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,1329769301.9238071,68377437.61019383,multichain,-0.05232471594760013,-0.17324928683635032,,,0.0,0.0,1,-12.958715995600,-4.371138895100,-12.779466875700,-6.109016974500,47.888889,54.688889,19.022222,23.383333
691,CDP,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,1255596592.6859062,0.0,juststables,0.007143344628784742,0.05365289174896204,,,,,No Data,,,,,,,,
194,Dexes,PancakeSwap AMM,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,1244164271.785905,,pancakeswap-amm,0.00979216501363922,-0.21805434115629962,-0.21710000000000002,-0.5542,,,1,-8.261080949700,-2.598053391100,-9.836104789000,-3.457327717000,47921.500000,48214.806452,14346.750000,12416.774194
2197,Dexes,Uniswap V2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,1176746562.691908,,uniswap-v2,0.057747531802852636,-0.023054714995134673,2.2213,-0.6948000000000001,0.0021911533948741147,-0.04232498324940022,1,-8.600309093200,-5.519043609700,-10.497181235800,-5.121441184000,2514.400000,6077.658065,767.900000,1958.038710
3075,CEX,MEXC,,-,1088377887.416921,,mexc,0.0589069070663617,0.0,,,,,1,-2.162849872800,-3.080082357700,-2.109181141400,-3.043753757500,37.857143,19.500000,71.857143,27.666667
2611,Dexes,Balancer V2,0xba100000625a3754423978a60c9317c58a424e3d,BAL,926287329.2035233,,balancer-v2,0.05816122960064796,-0.12271556913213821,0.9714,1.9508,0.001093996149133555,-0.0023331370881576937,1,-10.528132550900,-2.841520368800,-11.080636313800,-2.831684005600,283.750000,328.241935,202.250000,283.637097
2293,CEX,Bitmex,,-,866360477.2313774,,bitmex,0.09053962578198549,-0.04598340031694703,,,,,1,-19.999986000000,-1.219502617500,-15.384598816600,-3.225803538000,,1.300000,,3.200000
270,CDP,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,744937421.6283551,86449922.09152108,liquity,0.07322897597564015,-0.03085525562701652,,,-0.0013364219529579473,0.02271897810218978,1,-8.943089430900,-2.587209533400,-9.443631039500,-2.768866826100,65.875000,73.645161,32.125000,34.451613
212,Lending,Venus,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,679418255.7402588,57504830.15629272,venus,0.056269839203662686,-0.15433462819793442,,,,,1,-10.499359795100,-2.728677759500,-11.446387614700,-2.627872716800,450.000000,526.129032,74.250000,123.580645
337,Derivatives,GMX,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,623655417.9962888,467731080.39131296,gmx,0.08447967767000719,-0.13070599406897943,0.1393,-0.11779999999999999,,,1,-9.629629629600,-3.519730877200,-10.735250757200,-3.472507123800,1140.062500,1084.258065,209.562500,211.145161
2295,CEX,SwissBorg,,-,596824814.1816876,,swissborg,0.08810515497915183,-0.04142290151929495,,,,,1,-11.111111111100,0E-12,-17.506631299700,-0.402413683700,9.571429,8.535714,4.714286,25.607143
1918,Yield,Aura,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,AURA,532836678.6589681,46601801.011733785,aura,0.0703734478417184,-0.13673834909932892,,,-0.001987083954297069,0.013366960907944515,1,-8.156606851500,-3.990701681600,-7.760532150800,-4.254188262000,53.250000,57.419355,17.125000,22.516129
2088,Lending,Compound V3,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,494162123.7741697,,compound-v3,-0.050876335819255214,-0.06550246489689093,,,0.0007497283421038896,-0.00046445717752216834,1,-10.880829015500,-2.902098586200,-10.712250712300,-2.839242975200,25.562500,27.387097,49.687500,62.193548
113,Yield Aggregator,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,448720702.94522566,208525410.58129004,yearn-finance,0.053507213142383936,-0.014587592279291739,,,0.0023450852577606425,-0.03751765199801534,1,-17.704280205700,0.348551938300,-16.758655251800,0.319548099300,176.363636,148.418605,438.545455,393.488372
2221,Liquid Staking,Frax Ether,,-,430668987.78101826,,frax-ether,0.08019110332644286,0.19711036629410472,,,,,1,-4.949196656800,-1.701837817800,-8.745668571400,-2.389277243600,42.781250,34.268657,74.281250,44.835821
1571,Cross Chain,Stargate,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,404409916.7587264,119319334.09385717,stargate,0.015213172244019413,-0.06914647198765767,,,0.010745696588070223,0.057881729288298295,1,-11.297392389000,-3.007905819700,-11.787597026000,-3.110670335700,11943.937500,12688.811828,6901.375000,8676.752688
2305,CEX,MaskEX,,-,388112744.4540322,,maskex,0.08423566571423158,0.38650195581897884,,,,,1,-4.459459459500,-0.422385640200,-3.771929824600,-0.592630777600,67.375000,63.096774,21.000000,28.161290
2301,CEX,Korbit,,-,378101266.4819193,,korbit,0.07693630549902042,0.03423286137548165,,,,,No Data,,,,,,,,
690,Dexes,SUNSwap V1,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,371090780.679657,,sunswap-v1,0.004678087124108998,-0.08154658969336492,-0.3212,0.3159,,,No Data,,,,,,,,
1541,Bridge,Portal,,-,367627503.21,,portal,0.01776554225325966,0.13699909537088417,,,,,No Data,,,,,,,,
144,Derivatives,dYdX,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,356746978.07548845,306055119.5311456,dydx,0.022074580971625624,0.0036618270860730995,,,0.006435399394039035,0.04857338618900798,1,-11.570561456800,-1.697811999800,-11.741059051800,-1.678892763000,146.625000,150.000000,144.750000,128.290323
119,Dexes,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,353229854.8029787,129909916.5129716,sushiswap,0.037525655516907896,-0.11977185553348668,-0.293,-0.4073,0.0016489906441478188,0.00048545372585734597,1,-11.172959281000,-3.413191906200,-10.212712818200,-3.150471859600,493.104167,588.456989,746.958333,1083.564516
115,Synthetics,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,349353716.7619984,613313450.7578136,synthetix,0.06194899372207208,-0.07246744879229183,,,-0.007801673813654566,-0.022635912207915044,1,-7.818622877400,-4.400345091100,-10.862363216500,-5.746480950100,486.312500,517.564516,131.187500,125.790323
2168,Lending,Morpho Aave,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,312115441.2520588,,morpho-aave,0.046645174041636484,-0.030536616811671635,,,0.0009025270758122744,0.05418250950570342,1,-2.777793981500,-0.363843208800,-25.000000000000,-0.280192032600,1.500000,1.050000,1.500000,2.100000
2435,CEX,Nexo,,-,309835587.053465,360607285.62423444,nexo,0.08155759026604859,-0.023501088086151256,,,,,1,-30.762331838600,-1.719105350300,-18.146995451300,-2.225567858400,36.750000,43.193548,59.750000,54.548387
2995,Dexes,PulseX V1,pulse:0x95B303987A60C71504D99Aa1b13B4DA07b0790ab,PLSX,302079864.53414696,,pulsex-v1,0.12855534251985,-0.10164155810986819,-0.35359999999999997,0.0,,,No Data,,,,,,,,
1793,Indexes,Bwatch,0x045414e728067ab3da4bceafc0d992d59183463a,BOX,300438546.34,0.0,bwatch,0.11391080468963999,-0.02033227089390799,,,0.027777777777777776,0.027777777777777776,No Data,,,,,,,,
2769,Dexes,PancakeSwap AMM V3,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,288576598.26274514,,pancakeswap-amm-v3,0.0432273050240608,0.14264069949847435,-0.18359999999999999,-0.0562,,,1,-8.261080949700,-2.598053391100,-9.836104789000,-3.457327717000,47921.500000,48214.806452,14346.750000,12416.774194
1796,Bridge,Poly Network,,-,283096848.33,,poly-network,0.015819434461106008,-0.08259627333725417,,,,,1,2.857140285700,0.215531182600,1.298699881900,2.403333333300,1.000000,1.000000,1.000000,1.000000
148,Privacy,Tornado Cash,0x77777feddddffc19ff86db637967013e6c6a116c,TORN,278881803.03247726,5904948.808826093,tornado-cash,0.03522882462933441,0.016582168181348944,,,-0.0017864649012189996,-0.00010526315789473683,1,-10.704063447500,-1.785714285700,-12.841277452300,-1.948772327800,17.769231,22.510000,42.153846,33.220000
122,Insurance,Nexus Mutual,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NXM,272687898.0859374,358611392.2747607,nexus-mutual,0.06831666614649556,-0.00978772406040107,,,0.0004911591355599214,-0.0014705882352941176,1,2.040828571400,1.802454694700,3.736258461500,2.446352371000,3.000000,5.833333,1.000000,1.000000
132,Bridge,hBTC,,-,272421563.0280241,,hbtc,0.1183449568597168,-0.01836992992546016,,,,,No Data,,,,,,,,
326,Yield Aggregator,Beefy,bsc:0xca3f508b8e4dd382ee878a314789373d80a5190a,BIFI,253844752.41125,30420887.948245432,beefy,0.0026577286958642254,-0.14741991124416443,,,,,1,-9.353218090500,-2.126074309700,-8.080244861200,-2.170135988300,31.176471,29.528736,6.294118,5.827586
2706,Lending,Radiant V2,arbitrum:0x3082CC23568eA640225c2467653dB90e9250AaA0,RDNT,243843625.3532752,,radiant-v2,0.06395535170257416,-0.044408311735729344,,,,,1,-10.330788804100,-2.596775936400,-10.391005442600,-2.719483411700,642.750000,709.774194,899.000000,885.580645
347,CDP,Abracadabra,0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,228823146.36144766,56963005.63347607,abracadabra,0.05841932825389362,-0.10403226660142162,,,0.0032089453486833395,-0.012279330336785877,1,-13.192612734500,-16.285119667000,-11.586313794000,-12.023142288900,19.047619,18.289474,11.571429,22.973684
1765,Launchpad,UniCrypt,0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,223282877.5047502,10163372.344160149,unicrypt,0.053993947171061096,-0.04693292177968411,,,0.0011997600479904018,0.00421179302045728,1,-4.339702420400,-2.395964705900,-5.317681833400,-2.915069607800,45.133333,50.442623,48.733333,57.409836
502,Yield,Coinwind,heco:0x80861a817106665bca173db6ac2ab628a738c737,COW,213353258.88067514,0.0,coinwind,0.026679348699387484,-0.018890427422799005,,,,,No Data,,,,,,,,
641,Liquidity manager,Arrakis V1,,-,196332238.75383246,,arrakis-v1,0.002848396927684238,-0.006980561571437227,,,,,1,,,,,,,,
1799,Dexes,Velodrome,optimism:0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,VELO,189859522.30989543,20755409.32457917,velodrome,-0.05643932017478015,-0.16637732853218568,-0.0694,-0.0987,,,1,-8.384491114700,-3.106269119700,-5.623711846100,-2.138787851300,1260.750000,1346.064516,157.000000,254.838710
2904,CDP,Lybra Finance,0xF1182229B71E79E504b1d2bF076C15a277311e05,LBR,188458880.9140257,10760760.099701274,lybra-finance,0.11786306390187029,4.724552202122968,,,0.10412494993992791,0.9949348769898697,1,-6.472491909400,-2.612342700000,-7.880967952900,-2.386879478100,142.750000,151.483871,74.000000,110.677419
1807,Launchpad,PinkSale,bsc:0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,PINKSALE,183891204.35639763,14827587.53633651,pinksale,0.040809819189470575,-0.00027665313677271985,,,,,1,-11.113749703200,-2.982530963200,-10.449377368700,-3.227916303500,70.312500,80.129032,163.625000,176.951613
359,Algo-Stables,Frax,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,183315238.44122946,,frax,0.03582711775391356,0.1783724455241147,,,-0.0818410839517941,-0.03685451039211485,1,-4.949196656800,-1.701837817800,-8.745668571400,-2.389277243600,42.781250,34.268657,74.281250,44.835821
657,Bridge,Synapse,0x0f2d719407fdbeff09d87557abb7232601fd9f29,SYN,181271402.00719056,124942960.66346215,synapse,0.028064798561684645,-0.11021790150679667,,,0.002637478570486615,0.021085146387322052,1,1.046081739000,-0.086211536100,-0.525489909700,-1.908362853300,109.125000,93.081081,824.625000,307.605405
277,Liquid Staking,StakeWise,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,SWISE,178628476.63470688,22066547.871898998,stakewise,0.07050650094083855,0.0037529334062409436,,,0.002081165452653486,-0.015337423312883436,1,-8.376963350800,-2.412867975400,-9.309309309300,-2.517702439000,16.250000,16.806452,5.625000,6.677419
231,Payments,Lightning Network,,-,166215886.9325276,,lightning-network,0.12935534503433277,-0.021736931589149022,,,,,1,-2.777777777800,0.265251742400,0E-12,0.667175442100,,2.714286,,1.428571
704,Dexes,Chainge Finance,fusion:0xed0294dbd2a0e52a09c3f38a09f6e03de2c44fcf,CHNG,164379679.24627987,40696513.05102283,chainge-finance,0.0186010204476037,-0.01726773552463967,-0.1895,-0.17850000000000002,,,No Data,,,,,,,,
831,Dexes,VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,150328784.19981253,100019548.4707963,vvs-finance,-0.009742200558905623,-0.11615466751353742,-0.2546,-0.16440000000000002,,,No Data,,,,,,,,
3113,CEX,Okcoin,,-,150126110.61399812,,okcoin,-0.010324366648083227,0.0,,,,,No Data,,,,,,,,
1217,Liquid Staking,Parallel Liquid Crowdloan,,-,144715450.35470584,,parallel-liquid-crowdloan,0.06496425762062463,-0.11249007520104448,,,,,1,,,,,,,,
278,Liquid Staking,Ankr,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,ANKR,140259413.34896138,222707362.33488667,ankr,0.05177771295241995,-0.11838102306767906,,,0.004065800542106739,0.0005821399464431249,1,-2.131672514600,-0.326562775900,-1.751291723600,0.497445259800,30.461538,28.862385,19.076923,29.366972
1166,Dexes,DefiChain DEX,,DFI,137707016.3574251,261790366.17263395,defichain-dex,0.10309106465380591,-0.16087740231985603,0.1066,-0.4604,,,1,-10.000018000000,-0.444426666700,0E-12,-3.589753846200,,,,
2914,Liquid Staking,Binance staked ETH,,-,134748002.34838653,,binance-staked-eth,0.07038686631538482,-0.004252258739395498,,,,,No Data,,,,,,,,
2369,CEX,Phemex,,-,134379750.2781978,,phemex,0.02629633023456779,0.28212985982889505,,,,,No Data,,,,,,,,
2076,Lending,Fraxlend,,-,133526330.07226473,,fraxlend,0.05030366699726185,0.09108972560476425,,,,,1,0E-12,-5.263137950100,0E-12,-35.606054545500,0.333333,0.545455,1.000000,1.090909
2542,RWA,Ondo Finance,,-,130080579.09188834,,ondo-finance,-0.005055635669223513,0.024963644150064468,,,,,1,11.111133333300,-3.557309090900,16.666650000000,-3.859308212100,1.000000,1.357143,1.000000,1.857143
383,Dexes,Osmosis DEX,,OSMO,127150862.84635033,311007103.98645383,osmosis-dex,0.05668409100131511,-0.17449541801700263,-0.222,-0.002,,,No Data,,,,,,,,
467,Lending,Benqi Lending,avax:0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,QI,126982183.18980157,23836536.862215865,benqi-lending,0.0798574398663241,-0.06549794798463315,,,,,1,-8.821104699100,-3.778213684900,-8.263836239600,-3.306719881400,187.750000,222.806452,88.750000,93.483871
2616,Yield,Conic Finance,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,CNC,126150511.61613199,,conic-finance,-0.0032994467880766987,0.2142101136729906,,,0.00245398773006135,0.08691796008869179,1,0.886697931000,-0.017293255300,0.131060550500,0.824773671800,12.142857,16.500000,6.142857,8.366667
1981,Bridge,Orbit Bridge,eth:0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,ORC,126090956.24471992,0.0,orbit-bridge,0.0008956421280217342,-0.08039578129479041,,,,,1,,,,,,,,
3005,Dexes,SUNSwap V2,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,125664727.64292973,,sunswap-v2,0.0007069397493111307,-0.1670165280765613,-0.4339,-0.6594,,,No Data,,,,,,,,
1115,Lending,Tectonic,cronos:0xeAdf7c01DA7E93FdB5f16B0aa9ee85f978e89E95,TONIC,123486822.5939033,31146883.18715013,tectonic,0.004780589075049857,-0.005691184995540444,,,,,No Data,,,,,,,,
2414,NFT Marketplace,Blur Bids,0x5283d291dbcf85356a21ba090e6db59121208b44,BLUR,122644741.92878036,246718478.8156362,blur-bids,0.03880602946188705,0.019933033190762117,,,-0.001769107556958091,0.002328484324739546,1,-8.382197103500,-2.196794258800,-8.716120011800,-2.029151379400,2785.750000,3007.096774,456.375000,466.967742
279,Liquid Staking,StakeHound,0x160b1e5aabfd70b2fc40af815014925d71ceed7e,-,122558918.41430962,0.0,stakehound,0.06933125834372089,-0.01680784351611453,,,0.0,0.0,1,,,,,,,,
1879,Liquid Staking,Acala LCDOT,acala:-,ACA,120821960.3488704,,acala-lcdot,0.06495564005068233,-0.151508200481705,,,,,No Data,,,,,,,,
2313,CEX,Firi,,-,118225046.19873053,,firi,0.07366573330406756,3.3492417834457555e-05,,,,,No Data,,,,,,,,
801,Bridge,cBridge,,CELR,117176214.86870834,94428348.18567912,cbridge,0.020229907523565238,-0.11994325566068686,,,,,1,-10.805027272800,-5.154740872500,-9.945007513400,-6.676630065800,34.510638,46.508108,36.340426,57.497297
140,Lending,Kava Lend,,HARD,115109561.78882848,16682365.465165554,kava-lend,0.08340851128861293,0.17172467247652468,,,,,No Data,,,,,,,,
382,Yield,Pendle,0x808507121b80c02388fad14726482e061b8da827,PENDLE,114975008.84667319,61218287.89449881,pendle,0.10327508414154152,0.40719927294871994,,,0.02583507306889353,0.09346314325452017,1,-6.680636065600,0.001432171200,-6.404936711200,-0.010779979700,150.312500,199.564516,322.687500,322.000000
373,Dexes,BiSwap,bsc:0x965f527d9159dce6288a2219db51fc6eef120dd1,BSW,114624230.17157406,34164219.22092352,biswap,-0.0001695309222823349,-0.2006962420819438,-0.5017,0.2195,,,1,-15.493796526100,-2.656860754800,-13.932404506400,-2.509110443000,900.500000,1190.838710,163.750000,230.967742
1773,NFT Lending,BendDAO Lending,0x0d02755a5700414B26FF040e1dE35D337DF56218,BEND,114415871.82286057,,benddao-lending,-0.07040591493665993,-0.1013047872997419,,,-0.008219439931186085,-0.006795558958652374,1,5.971659919000,2.779923207900,1.880257298400,0.631364561200,112.375000,76.225806,18.500000,9.645161
116,Dexes,Balancer V1,0xba100000625a3754423978a60c9317c58a424e3d,BAL,110885476.0824237,,balancer-v1,0.059165652457407125,-0.10896037714956708,-0.5179,0.6629999999999999,0.001093996149133555,-0.0023331370881576937,1,-11.111111111100,-2.325567712300,-9.090909090900,-5.172422681300,0.500000,0.750000,2.000000,1.500000
1167,Synthetics,DefiChain Loans,,DFI,108595050.17609629,,defichain-loans,0.08524731633939253,0.02916558639258504,,,,,1,-10.000018000000,-0.444426666700,0E-12,-3.589753846200,,,,
484,Liquid Staking,Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,106415583.59531558,13135122.400674002,marinade-finance,0.11230074460936068,-0.003087831440539257,,,,,No Data,,,,,,,,
2292,CEX,Cake DeFi,,-,105302216.28986503,,cake-defi,0.08342231845395176,-0.046781230306279675,,,,,No Data,,,,,,,,
2237,Bridge,Axelar,0x467719ad09025fcc6cf6f8311755809d45a5e5f3,AXL,104539030.40417571,125028544.98487401,axelar,0.30343403526557755,0.217461619342882,,,0.009474590869939707,0.056173024932412136,1,-13.858695652200,-3.239434621100,-11.450818733500,-2.383059582700,10.529412,12.349206,4.823529,5.984127
177,Services,DefiSaver,,-,101416807.84839526,,defisaver,0.05929603904381353,-0.1770394486970036,,,,,1,5.555566666700,0E-12,10.833321958300,0E-12,,0.000000,,1.000000
580,Dexes,SashimiSwap,0xC28E27870558cF22ADD83540d2126da2e4b464c2,SASHIMI,96214150.84801212,1102625.081704458,sashimiswap,0.06912743038136471,2.3489096827805156,,,-0.001215066828675577,0.00040567951318458417,1,0E-12,0E-12,0E-12,0E-12,1.000000,0.500000,1.000000,1.250000
2346,CEX,WOO X,,-,95260823.1430108,,woo-x,0.17241692530206665,-0.11865524571848385,,,,,1,,,,,,,,
412,Dexes,Thorchain,thorchain:0x0000000000000000000000000000000000000000,RUNE,94276740.39505164,291806642.9664174,thorchain,0.07306467682534734,-0.105242273137512,,,,,1,-8.943089430900,-3.160271464800,-10.714285714300,-3.214888854200,11.714286,11.034483,3.857143,3.482759
508,Dexes,KlaySwap,,KSP,93426654.46506761,0.0,klayswap,0.019435469203969324,-0.08739868300946829,0.5820000000000001,0.3012,,,No Data,,,,,,,,
126,Dexes,Loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,LRC,92907923.17297305,301240007.5383001,loopring,0.04872603687192578,-0.13379379834938854,,,-0.0129538951476768,-0.02356264323232802,1,3.731113166800,2.266736994800,-1.317258316600,1.145368044000,93.250000,85.870968,327.250000,227.032258
