Date,Symbol,Type,Total Value (USD),Token Price (USD),From Entity,To Entity,Token Liquidity (Top 20 LPs),Token Qty,From(Address),To(Address),Token Contract Address,Txn Hash,From Context,To Context
2023-06-22 05:54:23.000 UTC,USDC,Buy,534193.67537,1.0,,Jump,984215749.5320207,534193.67537,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x168d2387a99db07bf02a7adf476a45a022a1e2f083b7f562be4a5dd6c0dd1539,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 05:56:23.000 UTC,WETH,Sell,51273.840806110355,1890.22,Jump,,397270923.21434337,27.125858792156656,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x423dff79fdf68b06f8742143fa411b0814aac6de7c4adc07202f4d5d2d843dc6,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,
2023-06-22 05:56:23.000 UTC,WBTC,Buy,52362.51222015,30591.0,,Jump,612829130.4364129,1.71169665,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x423dff79fdf68b06f8742143fa411b0814aac6de7c4adc07202f4d5d2d843dc6,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 05:58:11.000 UTC,USDT,Buy,71460.61,1.0,,Jump,882395079.8503581,71460.61,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x488d0f27028240f1d50e9996b6948c9b5bf88574d752565c3ac848735757c019,,None
2023-06-22 06:01:47.000 UTC,USDC,Sell,244759.0,1.0,Jump,,984215749.5320207,244759.0,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x6643887784cb89cc9537dbb7ea20b00c45abeefb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xd3e33e1edb5486d03e53caafc5c8b8a010fc7e132f6dc9b9d635b7730d6f4500,None,
2023-06-22 06:01:47.000 UTC,USDC,Tracked Wallet Buy & Sell,954243.0,1.0,Jump,Jump,984215749.5320207,954243.0,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xae0ab10dbc50f3cb40835cd154ae01cca9289d91dced5684390e3c3bbff90b0b,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,None
2023-06-22 06:02:11.000 UTC,USDC,Buy,125902.306686,1.0,,Jump,984215749.5320207,125902.306686,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xd2df101c3e68d544093e050b593e31853132b60328b60cb34163235d6f2d96de,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 06:02:11.000 UTC,WETH,Sell,116916.7949688977,1890.22,Jump,,397270923.21434337,61.85353819602887,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x11b815efb8f581194ae79006d24e0d814b7697f6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1d161b7f1c518becd67ffd3660591155970edc2bdb1a86db1320b1a6c8a0d670,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,
2023-06-22 06:02:11.000 UTC,USDT,Buy,118035.33557,1.0,,Jump,882395079.8503581,118035.33557,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1d161b7f1c518becd67ffd3660591155970edc2bdb1a86db1320b1a6c8a0d670,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 06:02:11.000 UTC,WETH,Sell,124692.963892055,1890.22,Jump,,397270923.21434337,65.9674344214192,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd2df101c3e68d544093e050b593e31853132b60328b60cb34163235d6f2d96de,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,
2023-06-22 06:02:23.000 UTC,MKR,Sell,10919.550000000001,727.97,Jump,,17586661.32860641,15.0,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0xed89da9dd83a0d703991ee833969489278b260e7,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0x568a421879b9a69de15a2051aefc650b5873113cf79ff018b184edf4ca88643f,None,
2023-06-22 06:02:47.000 UTC,WETH,Sell,155328.11102683807,1890.22,Jump,,397270923.21434337,82.1746204287533,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf2b01374bcfab35ea0b977c4637b33cc5553cd6ac86e4d061b7e510efeecb2a8,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,
2023-06-22 06:02:47.000 UTC,USDC,Buy,156843.53711,1.0,,Jump,984215749.5320207,156843.53711,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf2b01374bcfab35ea0b977c4637b33cc5553cd6ac86e4d061b7e510efeecb2a8,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 06:03:11.000 UTC,WETH,Tracked Wallet Buy & Sell,1349617.08,1890.22,Jump,Jump,397270923.21434337,714.0,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd16ee11875505fbc1695be8e196e8ebeda3944a323aa8a46e39c8b909b3bda46,None,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 06:03:23.000 UTC,ETH,Buy,515348.07996532,1890.22,,Jump,397270923.21434337,272.639206,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x,0x5f4df6e8917ddff18167d8d82ef566657421d59ccb45af3a39c5cb0c50359531,,None
2023-06-22 06:03:23.000 UTC,ETH,Buy,232266.642182,1890.22,,Jump,397270923.21434337,122.8781,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,0x,0xebebbbd29150000c66bdc803942cda139af44abafac6f727673e1d377dc5e0cb,,None
2023-06-22 06:03:35.000 UTC,WETH,Sell,36482.4325849545,1890.22,Jump,,397270923.21434337,19.30062774965586,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd710d0279b1b2a3505ba3aea13656c3fe10542680d8f5725e6c622477b039380,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090,
2023-06-22 06:03:35.000 UTC,USDC,Buy,36824.678361,1.0,,Jump,984215749.5320207,36824.678361,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xd710d0279b1b2a3505ba3aea13656c3fe10542680d8f5725e6c622477b039380,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
2023-06-22 06:03:47.000 UTC,USDT,Buy,46801.120476,1.0,,Jump,882395079.8503581,46801.120476,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x9507c04b10486547584c37bcbd931b2a4fee9a41,0xdac17f958d2ee523a2206206994597c13d831ec7,0x55adc2579f6510800040bcd5769739c7bf7fe4297466587b8edd94020f20835c,,Swap Contract created by 0x69e906c33722f61b854929cd2c6f3427dea9f090
